Player,PTS2,BLK2,STL2,AST2,TRB2,Value,Year
Jaylen Brown,13.5,0.4,0.9,1.9,4.4,25.62,2022
Jaylen Hands,6.7,0.2,0.6,2.1,2.1,14.52,2022
Jaylen Morris,6.6,0.2,0.6,1.9,2.3,14.56,2022
Jaylen Nowell,7.0,0.3,0.5,2.3,2.0,15.18,2022
Jayson Tatum,17.7,0.7,1.0,2.7,5.8,33.62,2022
Jeff Green,4.5,0.4,0.5,1.3,2.5,11.93,2022
Jeff Teague,5.5,0.2,0.6,3.5,1.7,15.23,2022
Jemerrio Jones,3.9,0.6,0.6,1.1,4.7,14.84,2022
Jerami Grant,12.9,0.7,0.6,1.1,5.0,24.35,2022
Jeremy Lamb,9.6,0.4,0.9,2.0,3.8,20.92,2022
Jeremy Lin,4.7,0.2,0.4,2.6,2.1,12.96,2022
Jerian Grant,6.0,0.2,0.7,2.9,2.4,15.87,2022
Jerome Robinson,6.3,0.2,0.6,1.4,2.5,13.79,2022
Jerryd Bayless,4.2,0.2,0.4,2.2,1.2,10.78,2022
Jevon Carter,6.7,0.2,0.6,2.1,2.2,14.88,2022
Jimmer Fredette,2.6,0.2,0.4,1.8,0.9,8.12,2022
Jimmy Butler,11.1,0.4,1.1,2.3,4.2,24.21,2022
Joakim Noah,3.3,0.4,0.4,1.1,2.6,10.7,2022
Jodie Meeks,5.1,0.2,0.3,1.4,1.7,10.78,2022
Joe Chealey,6.4,0.1,0.6,2.4,2.0,14.53,2022
Joe Harris,9.3,0.2,0.6,2.0,3.5,18.82,2022
Joe Ingles,7.3,0.2,0.6,3.9,2.2,18.27,2022
Joel Embiid,21.2,1.8,1.0,3.7,13.1,50.65,2022
John Collins,16.4,0.5,0.7,2.2,8.3,33.51,2022
John Henson,4.4,0.5,0.5,1.1,3.6,13.28,2022
John Holland,3.8,0.3,0.5,1.0,2.3,10.52,2022
John Jenkins,6.3,0.3,0.5,1.1,2.2,12.83,2022
John Wall,19.8,0.5,1.2,6.0,4.7,39.28,2022
Johnathan Motley,6.1,0.4,0.4,1.2,3.0,13.87,2022
Johnathan Williams,5.5,0.4,0.4,0.8,4.1,14.23,2022
Jon Leuer,3.4,0.3,0.3,0.8,2.4,9.17,2022
Jonah Bolden,5.8,0.7,0.4,0.9,4.3,15.65,2022
Jonas Jerebko,4.5,0.3,0.4,1.1,2.6,11.16,2022
Jonas Valanciunas,11.5,0.9,0.6,1.6,9.1,28.99,2022
Jonathan Isaac,8.7,0.7,0.5,1.3,5.4,20.58,2022
Jonathon Simmons,3.4,0.3,0.4,1.7,2.0,10.56,2022
Jordan Bell,4.5,0.6,0.4,1.2,3.3,13.36,2022
Jordan Bone,6.0,0.1,0.5,2.7,1.9,14.26,2022
Jordan Clarkson,12.7,0.2,0.6,2.3,3.3,22.53,2022
Jordan Loyd,6.4,0.2,0.6,1.6,2.7,14.59,2022
Jordan McRae,6.3,0.3,0.5,1.3,2.3,13.47,2022
Jordan Poole,5.7,0.2,0.5,1.8,2.1,12.98,2022
Jordan Sibert,5.3,0.2,0.5,1.7,2.7,13.27,2022
Jose Calderon,4.9,0.3,0.3,1.9,2.6,12.57,2022
Josh Hart,8.0,0.4,0.8,1.5,3.2,17.41,2022
Josh Jackson,12.2,0.6,0.8,2.3,4.4,25.07,2022
Josh Okogie,10.3,0.3,1.0,1.9,3.2,21.12,2022
Josh Richardson,13.7,0.2,0.8,3.7,3.2,25.94,2022
Jrue Holiday,23.0,0.8,1.7,7.6,7.8,51.05,2022
Juan Hernangomez,6.3,0.3,0.5,1.2,3.9,15.27,2022
Julian Washburn,5.5,0.2,0.5,1.5,2.3,12.67,2022
Julius Randle,20.9,0.7,0.9,3.2,9.5,41.94,2022
Justin Anderson,7.2,0.3,0.5,1.3,2.8,15.01,2022
Justin Holiday,7.0,0.4,0.8,1.6,3.9,17.61,2022
Justin Jackson,8.1,0.3,0.6,1.6,2.6,16.27,2022
Justin James,6.5,0.3,0.5,1.0,3.6,14.87,2022
Justin Patton,7.2,0.2,0.8,1.9,2.8,16.46,2022
Justin Wright-Foreman,5.6,0.2,0.5,1.9,2.1,13.3,2022
Justise Winslow,13.4,0.4,0.9,3.6,5.7,29.65,2022
Jusuf Nurkic,17.2,1.4,0.7,2.8,10.1,39.82,2022
Kadeem Allen,8.6,0.2,0.7,3.3,2.2,18.66,2022
Kalin Lucas,2.2,0.2,0.4,1.2,2.1,8.36,2022
Karl-Anthony Towns,23.2,2.0,1.1,3.1,12.2,51.93,2022
Kawhi Leonard,22.1,0.7,1.3,4.9,7.5,44.51,2022
Keita Bates-Diop,6.4,0.5,0.5,1.1,3.3,15.15,2022
Keldon Johnson,8.3,0.3,0.6,1.5,3.3,16.91,2022
Kelly Olynyk,7.8,0.4,0.6,1.5,3.0,16.59,2022
Kelly Oubre,13.0,0.5,1.1,1.8,4.0,25.3,2022
Kemba Walker,21.5,0.5,1.1,5.9,5.0,41.27,2022
Kenneth Faried,5.4,0.4,0.4,1.0,3.1,12.82,2022
Kenrich Williams,8.6,0.4,0.8,1.7,3.9,19.22,2022
Kent Bazemore,8.0,0.4,0.8,1.9,3.5,18.55,2022
Kentavious Caldwell-Pope,10.2,0.2,0.6,1.5,2.7,17.97,2022
Kevin Durant,22.5,0.7,1.0,5.5,7.2,44.65,2022
Kevin Huerter,10.5,0.3,0.8,3.5,2.9,22.37,2022
Kevin Knox,15.0,0.5,0.9,2.3,5.4,29.04,2022
Kevin Love,11.5,0.2,0.6,2.0,5.7,23.64,2022
Kevin PorterJr,7.0,0.4,0.5,1.2,3.4,15.34,2022
Kevon Looney,7.4,0.7,0.6,1.5,4.7,19.11,2022
Khem Birch,5.4,0.5,0.4,0.8,3.8,13.67,2022
Khris Middleton,14.6,0.3,0.8,3.2,4.8,28.49,2022
Khyri Thomas,6.4,0.3,0.5,1.2,3.3,14.63,2022
Klay Thompson,14.7,0.6,0.7,1.9,4.1,26.32,2022
Kobi Simmons,6.7,0.5,0.5,1.6,3.5,16.08,2022
Kosta Koufos,2.5,0.3,0.4,0.8,3.8,10.26,2022
Kostas Antetokounmpo,7.0,0.2,0.6,1.4,3.0,15.36,2022
Kris Dunn,11.5,0.3,1.0,4.8,4.2,27.74,2022
Kyle Anderson,5.3,0.6,0.9,2.6,4.9,19.47,2022
Kyle Guy,5.7,0.1,0.6,1.8,1.8,12.92,2022
Kyle Korver,5.9,0.2,0.3,1.2,1.9,11.41,2022
Kyle Kuzma,16.3,0.5,0.6,2.1,4.7,28.63,2022
Kyle Lowry,9.7,0.3,0.9,4.9,3.6,25.15,2022
Kyle O'Quinn,5.0,0.5,0.4,1.3,3.0,13.13,2022
Kyrie Irving,22.5,0.5,1.7,8.6,6.7,49.94,2022
LaMarcus Aldridge,13.0,1.3,0.4,2.6,9.1,32.94,2022
Lance Stephenson,5.8,0.2,0.5,1.9,2.2,13.6,2022
Lance Thomas,3.7,0.2,0.3,1.0,2.4,9.72,2022
Landry Shamet,8.8,0.2,0.6,1.7,1.6,15.45,2022
Langston Galloway,6.2,0.1,0.5,1.7,1.8,12.79,2022
Larry Nance,9.8,0.5,1.0,2.8,5.4,25.23,2022
Lauri Markkanen,17.5,0.8,0.8,2.8,9.4,37.75,2022
LeBron James,10.3,0.8,1.3,6.7,7.5,35.47,2022
Lonnie Walker,7.0,0.2,0.6,1.4,2.9,15.01,2022
Lonzo Ball,10.6,0.6,1.2,5.3,4.5,29.05,2022
Lorenzo Brown,5.0,0.2,0.5,1.8,1.7,11.73,2022
Lou Williams,12.2,0.3,0.7,3.8,3.0,24.34,2022
Luc Mbah a Moute,4.8,0.3,0.3,0.7,2.5,10.72,2022
Luka Doncic,23.2,1.0,1.3,9.7,11.0,57.59,2022
Luke Kennard,8.8,0.1,0.5,1.6,2.2,15.83,2022
Luke Kornet,7.2,0.6,0.6,1.4,4.0,17.69,2022
Luol Deng,5.6,0.4,0.4,1.0,2.3,12.21,2022
Malachi Richardson,5.6,0.3,0.6,1.4,3.1,14.01,2022
Malcolm Brogdon,13.6,0.2,0.8,3.4,4.1,26.6,2022
Malcolm Miller,5.3,0.3,0.5,1.5,2.8,13.23,2022
Malik Beasley,11.9,0.2,0.8,1.5,2.9,20.65,2022
Malik Monk,13.1,0.2,0.7,1.7,3.1,22.03,2022
MarShon Brooks,4.0,0.2,0.4,1.3,1.8,9.87,2022
Marc Gasol,8.8,0.6,0.7,2.5,4.6,21.74,2022
Marcin Gortat,3.7,0.5,0.3,1.0,3.2,11.35,2022
Marco Belinelli,5.8,0.2,0.5,1.9,1.6,12.57,2022
Marcus Derrickson,7.6,0.3,0.5,1.0,2.9,15.09,2022
Marcus Morris,4.9,0.3,0.4,1.2,2.9,12.22,2022
Marcus Smart,10.8,0.3,1.0,3.4,2.9,23.36,2022
Marial Shayok,6.5,0.2,0.5,1.3,2.4,13.58,2022
Mario Hezonja,7.8,0.2,0.7,1.6,3.1,16.64,2022
Markelle Fultz,13.1,0.4,0.9,3.9,3.8,27.33,2022
Markieff Morris,5.8,0.3,0.6,1.2,2.9,13.73,2022
Marquese Chriss,7.2,0.5,0.5,1.0,4.3,16.88,2022
Marvin Bagley,23.3,1.5,0.9,3.0,11.9,49.37,2022
Marvin Williams,5.3,0.5,0.5,0.6,2.9,12.6,2022
Mason Plumlee,6.7,0.5,0.7,2.4,4.0,18.7,2022
Matisse Thybulle,6.4,0.3,0.8,1.1,2.7,14.61,2022
Matthew Dellavedova,6.6,0.2,0.6,3.3,2.2,16.52,2022
Maurice Harkless,7.1,0.5,0.8,1.5,3.6,17.38,2022
Maxi Kleber,5.8,0.7,0.4,0.9,3.6,14.61,2022
Melvin Frazier,7.2,0.3,0.6,1.6,3.3,16.16,2022
Meyers Leonard,4.1,0.3,0.5,1.2,3.7,12.71,2022
Mfiondu Kabengele,5.4,0.5,0.5,0.9,3.9,14.3,2022
Michael Beasley,5.1,0.3,0.3,1.0,2.6,11.62,2022
Michael Carter-Williams,7.3,0.2,0.7,2.2,2.4,16.22,2022
Michael Kidd-Gilchrist,5.7,0.5,0.4,0.9,3.2,13.83,2022
Mikal Bridges,10.4,0.3,0.9,2.3,2.7,20.62,2022
Mike Conley,15.5,0.3,0.8,4.8,3.8,30.66,2022
Mike Muscala,5.0,0.5,0.4,0.9,3.1,12.87,2022
Mike Scott,4.3,0.2,0.4,1.2,2.6,11.1,2022
Miles Bridges,9.1,0.4,0.6,1.6,3.9,19.17,2022
Miles Plumlee,4.6,0.3,0.4,1.2,2.7,11.5,2022
Milos Teodosic,4.1,0.3,0.4,2.1,1.2,10.68,2022
Mitch Creek,5.9,0.1,0.4,1.7,2.2,12.76,2022
Mitchell Robinson,15.5,3.0,0.7,1.8,11.5,43.23,2022
Miye Oni,5.6,0.3,0.6,1.3,2.8,13.53,2022
Mohamed Bamba,6.0,1.0,0.2,1.0,5.9,18.31,2022
Monte Morris,11.0,0.1,0.8,3.4,1.6,20.8,2022
Montrezl Harrell,13.8,0.8,0.7,2.0,5.1,27.52,2022
Moritz Wagner,7.7,0.5,0.5,1.2,3.5,16.74,2022
Myles Turner,20.2,2.2,0.8,3.2,12.0,48.42,2022
Nassir Little,6.4,0.3,0.6,1.2,3.8,15.4,2022
Naz Mitrou-Long,4.6,0.2,0.5,1.9,2.1,12.3,2022
Nemanja Bjelica,4.7,0.4,0.5,1.1,2.8,12.59,2022
Nene Hilario,4.4,0.2,0.2,0.4,2.1,8.76,2022
Nerlens Noel,7.1,0.6,0.4,1.0,3.9,16.5,2022
Nick Young,3.1,0.4,0.5,1.3,3.1,11.56,2022
Nickeil Alexander-Walker,8.1,0.2,0.7,1.6,2.2,15.79,2022
Nicolas Batum,7.7,0.3,0.5,2.0,3.5,17.53,2022
Nicolas Claxton,5.6,0.6,0.5,1.1,3.3,14.31,2022
Nik Stauskas,6.4,0.2,0.5,1.6,2.1,13.62,2022
Nikola Jokic,17.7,0.8,1.5,7.9,9.3,47.41,2022
Nikola Mirotic,8.4,0.5,0.4,1.2,4.1,17.82,2022
Nikola Vucevic,22.5,1.4,0.9,3.3,10.1,46.26,2022
Noah Vonleh,6.8,0.5,0.6,1.5,5.1,18.52,2022
Norman Powell,7.9,0.2,0.6,1.8,2.0,15.29,2022
OG Anunoby,9.4,0.4,0.6,0.9,3.4,17.62,2022
Okaro White,5.2,0.4,0.3,1.0,2.8,12.25,2022
Omari Spellman,7.9,0.5,0.6,1.4,3.8,18.01,2022
Omri Casspi,4.8,0.3,0.4,0.8,2.4,10.91,2022
Otto Porter,13.7,0.4,1.1,2.3,5.5,28.36,2022
P.J. Tucker,4.2,0.4,0.5,1.0,3.1,12.08,2022
PJ Dozier,6.1,0.3,0.4,1.3,3.0,13.78,2022
PJ Washington,9.2,0.4,0.4,1.1,4.1,18.21,2022
Pascal Siakam,16.4,0.8,0.8,3.4,6.8,34.43,2022
Pat Connaughton,5.1,0.4,0.5,1.7,3.4,14.31,2022
Patrick Beverley,6.0,0.5,0.7,2.7,3.5,17.71,2022
Patrick McCaw,6.4,0.2,0.5,1.3,2.5,13.75,2022
Patrick Patterson,3.1,0.3,0.4,1.0,2.8,10.02,2022
Patty Mills,6.3,0.2,0.4,2.7,1.4,13.74,2022
Pau Gasol,3.7,0.3,0.2,1.2,2.4,9.81,2022
Paul George,21.0,0.7,1.2,5.4,7.7,44.01,2022
Paul Millsap,6.8,0.4,0.6,0.9,3.3,15.15,2022
Quincy Acy,4.7,0.4,0.5,1.1,2.7,12.31,2022
Quincy Pondexter,3.9,0.3,0.4,1.1,1.9,9.86,2022
Quinn Cook,8.3,0.1,0.5,1.8,1.3,14.56,2022
Quinndary Weatherspoon,7.3,0.2,0.7,1.3,2.9,15.43,2022
R.J. Hunter,15.9,0.4,0.8,3.4,2.8,27.8,2022
RJ Barrett,17.2,0.4,0.7,3.6,4.9,31.78,2022
Rajon Rondo,5.8,0.2,0.8,3.2,2.9,16.96,2022
Raul Neto,4.6,0.2,0.5,2.4,1.3,11.62,2022
Rawle Alkins,6.7,0.3,0.5,1.6,3.0,15.11,2022
Ray Spalding,5.7,0.6,0.5,1.1,4.3,15.78,2022
Raymond Felton,4.8,0.2,0.4,2.1,2.3,12.37,2022
Reggie Bullock,7.7,0.2,0.6,1.8,2.1,15.17,2022
Reggie Jackson,7.7,0.2,0.7,3.4,2.1,18.02,2022
Richaun Holmes,6.7,0.7,0.4,1.1,3.8,16.19,2022
Ricky Rubio,10.1,0.3,0.8,4.4,2.3,22.64,2022
Robert Covington,10.6,0.5,1.4,1.4,6.9,26.61,2022
Robert Williams,9.4,0.9,0.4,0.8,4.0,19.35,2022
Robin Lopez,6.2,0.5,0.3,1.1,3.3,14.33,2022
Rodions Kurucs,13.5,0.5,0.8,1.6,4.9,25.46,2022
Rodney Hood,8.2,0.2,0.6,2.0,1.9,15.79,2022
Rodney McGruder,6.1,0.2,0.4,1.5,1.9,12.49,2022
Romeo Langford,9.5,0.3,0.6,1.1,3.3,17.78,2022
Ron Baker,7.1,0.2,0.6,1.8,2.3,15.0,2022
Rondae Hollis-Jefferson,7.5,0.5,0.6,1.4,4.0,17.65,2022
Royce O'Neale,5.5,0.3,0.5,1.4,2.9,13.73,2022
Rudy Gay,6.6,0.4,0.4,1.5,3.1,14.88,2022
Rudy Gobert,16.2,1.4,0.8,2.0,11.9,39.81,2022
Rui Hachimura,9.7,0.4,0.6,1.1,3.6,18.62,2022
Russell Westbrook,19.3,0.8,1.4,8.4,8.8,48.82,2022
Ryan Anderson,4.7,0.2,0.4,1.2,2.2,11.04,2022
Ryan Arcidiacono,8.9,0.1,0.7,3.5,2.4,19.49,2022
Ryan Broekhoff,6.5,0.3,0.4,1.1,2.6,13.34,2022
Salah Mejri,3.4,0.9,0.4,1.0,3.1,12.43,2022
Sam Dekker,8.4,0.2,0.7,1.6,2.7,16.97,2022
Scott Machado,6.1,0.2,0.6,1.6,1.7,12.77,2022
Semi Ojeleye,6.3,0.4,0.4,0.9,3.0,13.55,2022
Serge Ibaka,8.8,0.8,0.5,1.6,5.8,21.82,2022
Seth Curry,7.5,0.2,0.5,1.4,1.9,14.02,2022
Shabazz Napier,8.6,0.1,0.6,2.2,1.8,16.16,2022
Shai Gilgeous-Alexander,15.6,0.4,1.0,3.7,2.9,28.81,2022
Shake Milton,6.5,0.6,0.5,1.3,3.1,15.47,2022
Shaquille Harrison,7.5,0.4,0.8,1.9,3.1,17.5,2022
Shaun Livingston,3.2,0.2,0.5,1.4,2.1,10.06,2022
Shelvin Mack,7.3,0.2,0.6,3.4,1.8,17.08,2022
Sindarius Thornwell,7.2,0.3,0.5,1.5,2.8,15.28,2022
Skal Labissiere,6.2,0.5,0.5,1.1,3.7,15.1,2022
Solomon Hill,5.9,0.2,0.5,1.7,2.8,13.97,2022
Spencer Dinwiddie,12.5,0.2,0.7,3.3,2.8,23.66,2022
Stanley Johnson,8.3,0.2,0.7,1.8,2.7,16.96,2022
Stephen Curry,21.3,0.6,1.0,4.6,5.5,39.68,2022
Sterling Brown,6.8,0.2,0.6,1.7,2.9,15.1,2022
Steven Adams,14.3,1.0,1.2,2.6,9.2,35.93,2022
Sviatoslav Mykhailiuk,7.6,0.2,0.6,2.0,2.0,15.39,2022
T.J. Leaf,6.1,0.6,0.4,1.2,4.3,16.01,2022
T.J. McConnell,6.7,0.2,0.7,3.2,2.5,17.2,2022
T.J. Warren,12.9,0.6,0.8,1.8,3.9,24.58,2022
Tahjere McCall,5.8,0.3,0.5,1.1,2.9,13.02,2022
Taj Gibson,5.8,0.4,0.4,1.0,3.2,13.48,2022
Talen Horton-Tucker,8.4,0.3,0.6,1.6,3.4,17.54,2022
Taurean Waller-Prince,12.4,0.3,0.8,2.5,3.1,22.97,2022
Terance Mann,4.9,0.3,0.5,1.2,3.2,13.1,2022
Terrance Ferguson,8.1,0.2,0.6,1.4,2.2,15.1,2022
Terrence Jones,4.5,0.3,0.4,1.1,2.7,11.7,2022
Terrence Ross,9.7,0.4,0.6,1.9,3.0,19.07,2022
Terry Rozier,11.4,0.4,0.7,3.3,3.8,24.27,2022
Thabo Sefolosha,3.5,0.2,0.4,0.9,1.6,8.46,2022
Thaddeus Young,8.2,0.4,0.8,1.7,4.3,19.62,2022
Theo Pinson,6.0,0.3,0.6,1.6,2.5,13.88,2022
Thomas Bryant,11.7,0.8,0.6,1.3,6.5,25.54,2022
Thomas Welsh,6.2,0.2,0.6,1.7,2.0,13.48,2022
Thon Maker,6.9,1.2,0.4,1.1,4.7,18.99,2022
Tim Frazier,4.8,0.2,0.5,3.4,1.9,14.16,2022
Tim Hardaway,13.7,0.2,0.6,2.5,2.9,23.29,2022
Timothe Luwawu-Cabarrot,7.1,0.3,0.5,1.2,2.6,14.39,2022
Tobias Harris,13.6,0.5,0.5,2.0,6.1,26.88,2022
Tomas Satoransky,8.3,0.1,0.8,3.5,2.1,18.78,2022
Tony Bradley,6.1,0.7,0.5,1.1,5.2,17.3,2022
Tony Parker,5.4,0.1,0.3,2.2,0.8,10.96,2022
Tony Snell,4.8,0.3,0.4,1.1,2.3,11.59,2022
Torrey Craig,4.1,0.4,0.4,1.1,2.9,11.48,2022
Trae Young,18.1,0.2,1.2,5.3,3.8,34.83,2022
Tremont Waters,7.4,0.1,0.7,2.7,1.6,15.71,2022
Treveon Graham,7.1,0.2,0.5,1.4,3.0,14.94,2022
Trevon Duval,7.0,0.3,0.5,1.8,3.4,16.23,2022
Trevor Ariza,8.3,0.4,0.8,2.7,3.9,20.37,2022
Trey Burke,8.3,0.1,0.5,2.6,1.7,16.13,2022
Trey Lyles,7.7,0.4,0.6,1.4,3.2,16.5,2022
Tristan Thompson,7.0,0.4,0.6,1.4,5.2,18.17,2022
Troy Brown,10.2,0.3,0.6,2.5,3.3,20.65,2022
Troy Caupain,6.0,0.2,0.5,1.8,2.1,13.48,2022
Troy Daniels,5.5,0.2,0.4,1.2,2.3,11.94,2022
Troy Williams,6.1,0.4,0.4,1.1,3.1,13.86,2022
Ty Jerome,6.3,0.2,0.5,3.1,1.9,15.57,2022
Tyler Cavanaugh,6.4,0.3,0.5,1.2,3.1,14.42,2022
Tyler Davis,5.2,0.4,0.4,0.9,3.9,13.82,2022
Tyler Dorsey,9.5,0.2,0.5,1.7,2.6,17.23,2022
Tyler Herro,10.2,0.2,0.6,2.1,2.4,18.93,2022
Tyler Johnson,8.1,0.2,0.8,3.0,2.3,18.49,2022
Tyler Lydon,7.1,0.3,0.5,1.2,3.1,15.06,2022
Tyler Ulis,4.8,0.4,0.5,1.5,3.5,13.93,2022
Tyler Zeller,2.9,0.6,0.3,0.8,3.1,10.44,2022
Tyreke Evans,5.0,0.2,0.7,2.1,2.1,13.33,2022
Tyrone Wallace,5.8,0.2,0.5,1.4,2.8,13.36,2022
Tyson Chandler,2.9,0.3,0.3,1.1,2.8,9.77,2022
Tyus Jones,7.6,0.1,0.8,3.3,1.4,16.93,2022
Udonis Haslem,4.8,0.2,0.5,1.3,2.1,11.57,2022
Victor Oladipo,13.7,0.4,1.1,4.3,4.7,30.3,2022
Vince Carter,5.2,0.1,0.3,0.7,1.5,9.49,2022
Vince Edwards,6.8,0.4,0.5,1.2,3.0,14.94,2022
Wade Baldwin,7.2,0.3,0.5,1.6,2.7,15.3,2022
Walt Lemon,13.1,0.3,1.2,5.2,4.1,30.24,2022
Wayne Ellington,6.5,0.2,0.5,2.2,1.0,13.01,2022
Wayne Selden,7.8,0.2,0.6,1.7,2.1,15.09,2022
Wendell Carter,17.3,1.6,0.8,2.5,10.0,40.16,2022
Wesley Iwundu,7.1,0.3,0.5,1.4,2.8,15.25,2022
Wesley Johnson,4.3,0.3,0.3,0.8,2.6,10.28,2022
Wesley Matthews,5.9,0.2,0.4,2.0,1.3,12.15,2022
Will Barton,7.3,0.3,0.5,1.8,3.0,16.03,2022
Willie Cauley-Stein,8.7,0.5,0.8,1.8,5.4,21.72,2022
Willy Hernangomez,7.9,0.4,0.5,1.1,4.4,17.47,2022
Wilson Chandler,4.2,0.4,0.4,1.1,2.4,11.19,2022
Yante Maten,6.8,0.3,0.5,1.3,2.9,14.98,2022
Yogi Ferrell,6.5,0.2,0.5,2.2,1.7,13.72,2022
Yuta Watanabe,6.2,0.3,0.5,1.1,3.0,13.84,2022
Zach Collins,7.3,1.0,0.4,1.4,5.4,20.03,2022
Zach LaVine,22.1,0.4,1.1,5.1,5.4,40.69,2022
Zach Lofton,5.7,0.3,0.5,1.0,3.2,13.49,2022
Zaza Pachulia,2.9,0.3,0.4,1.1,2.9,10.13,2022
Zhaire Smith,12.5,0.4,0.6,1.9,4.0,23.42,2022
Zhou Qi,6.1,0.3,0.5,1.5,3.0,14.49,2022
Zion Williamson,20.8,1.1,1.2,3.2,10.2,44.81,2022
Aaron Gordon,14.5,0.4,0.7,2.9,5.7,28.97,2023
Aaron Holiday,8.3,0.2,0.6,2.5,2.0,16.63,2023
Abdel Nader,6.2,0.3,0.5,1.1,3.0,13.91,2023
Admiral Schofield,6.6,0.3,0.5,1.3,2.7,14.15,2023
Al Horford,6.3,0.6,0.6,2.6,3.2,17.71,2023
Al-Farouq Aminu,3.7,0.4,0.5,1.1,3.5,12.34,2023
Alan Williams,4.8,0.3,0.5,0.8,3.5,12.45,2023
Alec Burks,7.7,0.2,0.5,2.0,2.4,15.82,2023
Alex Abrines,6.9,0.2,0.6,1.8,2.2,14.65,2023
Alex Caruso,9.3,0.2,0.8,3.0,2.8,20.21,2023
Alex Len,8.8,0.5,0.6,1.3,3.5,17.96,2023
Alex Poythress,5.3,0.5,0.5,1.0,3.8,14.41,2023
Alfonzo McKinnie,5.6,0.3,0.5,1.2,3.6,14.09,2023
Alize Johnson,5.6,0.4,0.4,1.1,3.1,13.4,2023
Allen Crabbe,8.1,0.3,0.4,1.2,2.4,14.85,2023
Allonzo Trier,10.3,0.2,0.5,1.8,2.8,18.5,2023
Amile Jefferson,5.6,0.4,0.5,1.1,3.0,13.36,2023
Amir Johnson,3.4,0.3,0.4,1.1,2.3,9.71,2023
Andre Drummond,23.0,1.9,1.7,0.9,11.3,48.86,2023
Andre Iguodala,3.9,0.4,0.5,2.2,2.3,12.53,2023
Andre Ingram,3.6,0.5,0.3,0.8,2.7,10.25,2023
Andrew Bogut,2.9,0.3,0.5,0.8,2.3,9.22,2023
Andrew Harrison,5.3,0.2,0.5,1.9,1.4,11.92,2023
Andrew Wiggins,16.6,0.4,0.7,2.3,4.7,29.02,2023
Anfernee Simons,8.5,0.2,0.6,1.5,3.0,16.7,2023
Angel Delgado,5.7,0.3,0.5,1.1,3.2,13.58,2023
Ante Zizic,6.0,0.5,0.4,1.1,4.0,15.35,2023
Anthony Davis,17.8,1.4,1.5,3.9,11.6,46.1,2023
Anthony Tolliver,4.5,0.2,0.4,0.9,2.1,10.18,2023
Antonio Blakeney,8.9,0.4,0.5,1.2,2.9,16.79,2023
Aron Baynes,4.6,0.4,0.4,1.2,2.3,11.64,2023
Austin Rivers,6.5,0.1,0.5,2.1,1.5,13.22,2023
Avery Bradley,4.0,0.2,0.5,2.0,1.4,10.85,2023
B.J. Johnson,6.9,0.3,0.5,1.3,2.9,14.63,2023
Bam Adebayo,11.4,0.6,0.7,2.0,6.0,25.76,2023
Ben McLemore,7.0,0.4,0.4,1.1,2.6,14.18,2023
Ben Simmons,17.4,1.4,1.8,9.0,9.9,52.29,2023
Billy Garrett,8.1,0.2,0.5,1.8,2.7,16.3,2023
Bismack Biyombo,5.4,0.7,0.4,1.1,3.4,14.22,2023
Blake Griffin,21.0,0.5,0.8,4.5,8.3,41.86,2023
Boban Marjanovic,4.9,0.4,0.4,0.9,2.8,11.97,2023
Bobby Portis,9.8,0.4,0.6,1.4,5.7,21.79,2023
Bogdan Bogdanovic,11.3,0.2,0.7,3.2,2.7,22.03,2023
Bojan Bogdanovic,7.4,0.2,0.3,1.9,2.5,14.74,2023
Bol Bol,7.2,0.7,0.5,1.5,5.5,19.62,2023
Bonzie Colson,5.2,0.4,0.5,1.1,3.7,13.83,2023
Brad Wanamaker,3.8,0.3,0.4,2.6,1.9,12.0,2023
Bradley Beal,23.5,0.8,1.3,6.1,7.9,48.45,2023
Brandon Clarke,7.0,0.7,0.4,1.2,4.0,16.66,2023
Brandon Goodwin,6.7,0.2,0.6,2.0,2.3,14.87,2023
Brandon Ingram,18.8,0.6,0.8,3.0,5.5,34.35,2023
Brandon Knight,5.3,0.1,0.4,2.3,1.3,11.88,2023
Brandon Sampson,7.5,0.2,0.6,1.9,2.2,15.57,2023
Brook Lopez,5.0,0.5,0.3,1.3,3.0,13.1,2023
Bruce Brown,7.1,0.5,0.6,1.5,3.2,16.52,2023
Bruno Caboclo,7.0,0.6,0.6,1.4,4.0,17.3,2023
Bruno Fernando,6.2,0.6,0.5,1.0,4.2,16.11,2023
Bryn Forbes,10.0,0.2,0.6,1.9,2.2,17.77,2023
Buddy Hield,16.8,0.4,0.6,2.3,4.8,29.0,2023
C.J. Miles,3.9,0.3,0.3,1.3,2.5,10.64,2023
C.J. Williams,3.9,0.2,0.5,1.5,1.6,10.16,2023
CJ McCollum,14.0,0.3,0.7,2.3,4.1,25.28,2023
Caleb Swanigan,7.6,0.5,0.6,1.4,4.3,18.1,2023
Cam Reddish,12.7,0.3,0.8,1.6,3.8,23.24,2023
Cameron Johnson,8.4,0.3,0.5,1.2,3.1,16.0,2023
Cameron Payne,8.0,0.2,0.6,2.9,2.9,18.42,2023
Cameron Reynolds,6.1,0.2,0.5,1.4,2.4,13.19,2023
Caris LeVert,12.1,0.3,0.8,3.2,3.3,24.17,2023
Carmelo Anthony,3.8,0.5,0.4,1.7,2.4,11.92,2023
Carsen Edwards,6.0,0.4,0.6,2.0,2.3,14.55,2023
Cedi Osman,12.7,0.2,0.6,3.0,4.0,24.58,2023
